,sales,MoM,YoY
,Brooklyn,,
,Northwest Brooklyn,,
,All,,
2011-01,773485.6132065787,0.045552372158430776,-0.0017482030075238741
2011-02,757206.1667557087,-0.021046863927282944,-0.041944953720492784
2011-03,769305.795371848,0.0159793054353754,-0.008185654552742339
2011-04,753717.389298399,-0.02026295156910174,-0.06078666166005142
2011-05,778327.1820255519,0.03265122057229042,-0.042457539784972576
2011-06,788535.0504712455,0.01311513805688791,-0.019714056620316778
2011-07,803606.3507757748,0.019113037899231466,0.023337268918513177
2011-08,819796.8114002907,0.020147253202872584,0.02416287223439184
2011-09,805153.9451922766,-0.017861579850503073,-0.0030746174867850584
2011-10,811976.4785067425,0.008473576208878342,0.009981455039569154
2011-11,808952.5831963209,-0.0037241168808025416,0.04261556384465992
2011-12,808120.756478728,-0.0010282762362983089,0.09237012234012854
2012-01,798909.9170240016,-0.011397850359470274,0.032869782428173844
2012-02,817340.2400856626,0.023069338193115962,0.07941572053962731
2012-03,798935.6800405763,-0.022517623802735365,0.03851509353885274
2012-04,798749.7994227053,-0.0002326603035948116,0.05974707597794038
2012-05,794086.6793614739,-0.005838023451901542,0.020247908206043608
2012-06,818179.6387707888,0.030340465386836657,0.03759450931423647
2012-07,819527.3363569145,0.0016471903262593734,0.019811921055340243
2012-08,794600.9736433713,-0.030415535404041072,-0.030734247079934995
2012-09,816707.7568479789,0.027821238505717716,0.01434981685762371
2012-10,827651.9272285351,0.013400350723733023,0.019305299028637313
2012-11,821076.0407427856,-0.007945231889653681,0.014986610832692593
2012-12,863516.046003267,0.05168827630396833,0.06854828202398378
2013-01,854616.518107292,-0.010306152314326966,0.06972826334513615
2013-02,835072.8320385421,-0.022868369209657957,0.021695483818368055
2013-03,871043.8048141196,0.043075252116353324,0.0902552315223688
2013-04,884334.589266003,0.015258457012640836,0.10714843359604465
2013-05,894799.1083449796,0.011833212458264297,0.12682800455044618
2013-06,894870.4218893835,7.969782685157689e-05,0.09373342904721116
2013-07,918298.440667171,0.026180347684665817,0.1205220374335878
2013-08,932277.3912608832,0.015222666155848108,0.17326484887910953
2013-09,906829.4419475952,-0.02729654237229784,0.11034753171371126
2013-10,915624.1140842333,0.009698264888433394,0.10629128497323848
2013-11,898303.7196441088,-0.01891649004618845,0.0940566708431283
2013-12,916338.2072013314,0.020076158166602687,0.061171024490568104
2014-01,923903.1915394408,0.008255668353297496,0.08107340773800753
2014-02,931603.1657732254,0.008334178628558009,0.11559510743396806
2014-03,950389.926126619,0.02016605465031951,0.0910931469507803
2014-04,977550.3810595054,0.028578222670752274,0.10540783197327097
2014-05,976722.6265948161,-0.0008467639936798887,0.09155520773971526
2014-06,1006021.0222390528,0.02999663860187285,0.12420859783810001
2014-07,1040719.3153565467,0.03449062430153549,0.1333127328414423
2014-08,1043744.2960507122,0.00290662491752558,0.11956409737564555
2014-09,1061662.8089901246,0.017167531364925104,0.17074144252528267
2014-10,1094512.1320002577,0.030941389989332047,0.19537276832747064
2014-11,1063071.07240703,-0.028726095101173632,0.1834205393563315
2014-12,1037190.7544324712,-0.02434486145499193,0.13188639989185447
2015-01,1024426.8931927367,-0.012306184937715403,0.10880328434172815
2015-02,1084080.334469382,0.058231037932564345,0.1636718017908423
2015-03,1063390.4260934317,-0.01908521695126708,0.1188990927411806
2015-04,1091750.5185858975,0.026669501432932785,0.11682276406318604
2015-05,1080348.266957072,-0.01044400843847948,0.10609525933020492
2015-06,1077669.8577624257,-0.002479209044496833,0.07122001820986545
2015-07,1119193.3893640495,0.03853084625363801,0.07540368747803816
