,sales,MoM,YoY
,Brooklyn,,
,Prospect Park,,
,All,,
2015-08,911508.9207250895,0.05500959612726053,0.04726675962136295
2015-09,914049.8046310949,0.0027875579143912255,0.04383200355219152
2015-10,879470.0596633465,-0.037831357539324206,0.05644630824057795
2015-11,906596.5218326594,0.03084409966121715,0.07971446892967937
2015-12,890313.7923160538,-0.017960282357680546,0.09839534309988385
2016-01,897188.2753896323,0.007721415901797313,0.11117174092102089
2016-02,871461.1547579461,-0.02867527512050172,0.06950147755588709
2016-03,865364.5934532786,-0.00699579237856085,0.04748258615074463
2016-04,849330.802393625,-0.018528365016264425,0.03858898473553651
2016-05,915395.4794142107,0.07778438840837865,0.06704879635184802
2016-06,984328.2760760523,0.0753038421229193,0.14018170456788193
2016-07,981277.1030910108,-0.003099751433743969,0.13576152320862267
2016-08,951589.0590267865,-0.03025449587145912,0.043971196979415206
2016-09,939354.9229063548,-0.012856532979628632,0.027684616469529022
2016-10,875775.4669978082,-0.06768416746231809,-0.004200930577389461
2016-11,943020.7856747847,0.07678374333491678,0.04017692872734013
2016-12,911049.7469458386,-0.033902793251867736,0.02329061372377761
2017-01,971278.9502890583,0.06610967572860793,0.08258096648359525
2017-02,1044705.3624840478,0.07559765623782688,0.1987973953632176
2017-03,1012339.5265377952,-0.030980826851787824,0.16984162998627683
2017-04,1145522.6442362443,0.1315597328832312,0.34873554686569364
2017-05,1088676.7658378158,-0.04962440392117207,0.18929663770515126
2017-06,971389.4549926791,-0.1077338237809049,-0.013144823122376303
2017-07,895721.036245322,-0.0778970971513453,-0.08718848791660205
2017-08,916879.4047277346,0.023621604971012067,-0.036475465927015005
2017-09,972914.705600338,0.0611152356391329,0.03572641381401365
2017-10,989124.98569102,0.016661563441658034,0.12942760212475268
2017-11,993786.1694418272,0.004712431510918602,0.053832730453249766
2017-12,1042551.3648531875,0.04907010875262019,0.1443407655270077
2018-01,1016330.2006677681,-0.02515095665249245,0.04638343121232302
2018-02,984664.0202478345,-0.031157374246212233,-0.05747203411826085
2018-03,894781.9764195383,-0.0912819418400943,-0.11612462719924033
2018-04,905788.2016864736,0.012300454811323469,-0.2092795317107059
2018-05,952103.3035970049,0.05113237490209954,-0.12544904651814426
2018-06,944803.1881940453,-0.007667356446910745,-0.02736931790023822
