,sales,MoM,YoY
,Queens,,
,South Queens,,
,All,,
2011-06,508251.4793586474,0.0017757536221427728,-0.07081871687204744
2011-07,500074.8519842487,-0.016087759124118417,-0.07300488382102444
2011-08,503911.7228401921,0.007672593094252056,-0.05286099251756515
2011-09,491959.9644216487,-0.023717960660212145,-0.07321515988358795
2011-10,484371.8346258059,-0.015424283162479457,-0.07152084804166148
2011-11,477344.9627626817,-0.014507185102025422,-0.07812155929125586
2011-12,478077.2503590728,0.0015340846840676825,-0.052908175583478156
2012-01,481737.475556,0.007656137568098131,-0.04509788556491279
2012-02,483778.477128464,0.004236750670286282,-0.039276997415945925
2012-03,481552.2401495893,-0.004601769371983644,-0.046013805227603455
2012-04,483684.4223878492,0.004427727794595215,-0.038667092887333165
2012-05,470761.1955508809,-0.02671830275858167,-0.0721184873989077
2012-06,465824.9834471491,-0.010485596838446964,-0.08347540073082615
2012-07,451739.2429227741,-0.03023826764322335,-0.09665674822415793
2012-08,449892.8589116045,-0.004087278313974707,-0.10719906182003791
2012-09,457264.1828904075,0.016384620988730392,-0.0705256200512775
2012-10,449840.7512639861,-0.01623444805910057,-0.07129044443407051
2012-11,448968.6329561144,-0.0019387267725771151,-0.05944617000321206
2012-12,455216.2197556022,0.013915419343111246,-0.04781869579926723
2013-01,462595.5248976855,0.01621054967251645,-0.039735232631054385
2013-02,455530.7165527102,-0.015272106980580569,-0.05838986625329501
2013-03,445897.6156490956,-0.02114698428355033,-0.07404103133113438
2013-04,446966.3457063968,0.0023968059478081116,-0.07591329177024742
2013-05,450200.923737379,0.007236737311553609,-0.04367452544477979
2013-06,448707.3916366133,-0.003317478978868027,-0.03674683071711615
2013-07,448574.3705623504,-0.00029645394023425364,-0.007005971719319493
2013-08,451084.3436781431,0.005595444770164049,0.0026483744805843035
2013-09,447389.7971664511,-0.008190367419021127,-0.021594487592576206
2013-10,443488.8867214586,-0.008719265548072452,-0.014120251499402214
2013-11,443470.4595864837,-4.155038722863935e-05,-0.0122462305070834
2013-12,447246.6704779651,0.008515135134372853,-0.017507173364595396
2014-01,454823.2197404403,0.016940426307429535,-0.016801513933720424
2014-02,454304.1747757783,-0.0011412015528983188,-0.002692555589256296
2014-03,450217.1114921279,-0.008996314607206957,0.009687192062564298
2014-04,454489.9388443608,0.009490592967627887,0.01683257187087217
2014-05,452000.4596259167,-0.005477523275375873,0.003997183909794533
2014-06,455124.6070251081,0.006911823500748371,0.014301559341576064
2014-07,458636.368454111,0.007716043858751576,0.022431058375329105
2014-08,453334.7163350583,-0.01155959815599128,0.004988806835027004
2014-09,453558.7071384077,0.0004940958529719985,0.013788669323769653
2014-10,455487.5775920352,0.004252747049653394,0.02705522332087784
2014-11,450616.2275991496,-0.010694803179130075,0.016113289754021043
2014-12,456823.9704720367,0.013776119217812965,0.021413910099848277
2015-01,452854.1717562031,-0.008689996524769872,-0.004329260026260107
