,sales,MoM,YoY
2009-12,576937.770119053,0.013333183276496463,-0.12715072614011325
2010-01,558350.6111523911,-0.03221692170167045,-0.1515655499878399
2010-02,562654.8058172507,0.007708766819429336,-0.1288206385218088
2010-03,542851.2087742278,-0.03519670824504639,-0.16226518651350352
2010-04,530568.5466262723,-0.022626203920020904,-0.15241237682797604
2010-05,544655.6131206567,0.02655088882286738,-0.11248882894675905
2010-06,538981.3169533538,-0.010418135846964716,-0.10357449575029198
2010-07,534749.4968366119,-0.007851515411819276,-0.08432531824605172
2010-08,536379.1211706604,0.0030474537025069193,-0.10229847598798725
2010-09,541607.8327389389,0.009748163867502324,-0.06133498225745093
2010-10,522745.6158303825,-0.03482633700692461,-0.10820148649218808
2010-11,529598.1598288715,0.013108754604481465,-0.06981408229517772
2010-12,518262.4171972073,-0.021404422242190413,-0.10170135491343868
2011-01,502653.2874319637,-0.03011819735966703,-0.09975331379233654
2011-02,506050.0713695915,0.006757707593999518,-0.1006029520452445
2011-03,512120.7163971942,0.011996135108079065,-0.05660942055636908
2011-04,511331.5862434061,-0.0015409065255935772,-0.0362572574367408
2011-05,505742.1422641338,-0.010931153344811428,-0.07144601087201585
2011-06,509506.9690132936,0.007444162616754069,-0.05468528687908314
2011-07,519974.429355516,0.020544292774824058,-0.027629885710037994
2011-08,512880.1700324497,-0.013643477299180473,-0.04381033901342701
2011-09,494983.3098491947,-0.034894817988620375,-0.08608539255047609
2011-10,467821.1218006352,-0.05487495741388726,-0.10506925809889323
2011-11,476551.5353119291,0.01866186263179115,-0.10016391396466195
2011-12,477252.7177618025,0.0014713675183406494,-0.0791292173127035
2012-01,479928.6680277511,0.005606988009409619,-0.0452093321030721
2012-02,474847.0327471346,-0.010588313678987493,-0.0616599826535108
2012-03,481918.0611172252,0.014891171013921234,-0.058975656154757417
2012-04,483485.5131437187,0.0032525280809350132,-0.05445795614595972
2012-05,482161.9168006832,-0.002737613241871939,-0.04662499620436089
2012-06,470436.9863731332,-0.02431741292499645,-0.076681939632392
2012-07,457828.9412463916,-0.026800709748491913,-0.11951643119480082
2012-08,453028.888177764,-0.010484381034453483,-0.11669642413918813
2012-09,458342.5018662589,0.01172908356875002,-0.0740243302225666
2012-10,464468.0140842139,0.013364486585933921,-0.007167499627881768
2012-11,439475.5547887829,-0.053808784539680965,-0.07780056882804487
2012-12,433518.4318691475,-0.01355507230088926,-0.09163758374757502
2013-01,431946.0969462303,-0.003626915967881672,-0.09997854739268519
2013-02,442801.0224202967,0.02513027794627276,-0.06748701816970826
2013-03,440562.8929853588,-0.005054481181422155,-0.08581369213677781
2013-04,462892.7445974275,0.05068482154898768,-0.042592317632007104
2013-05,476290.6555646688,0.02894387765548867,-0.01217694934301794
2013-06,485496.2254891971,0.019327630758605885,0.032011171638871794
2013-07,496155.556655254,0.021955538697167487,0.08371383273526156
2013-08,483128.7777130206,-0.02625543293327426,0.0664414352389946
2013-09,496341.8077959893,0.027348878171809643,0.0829059181180154
2013-10,501466.077001513,0.01032407329996654,0.07965685858960114
2013-11,494835.1331820838,-0.01322311542802368,0.1259673667626573
2013-12,483426.2488688507,-0.023055930244619383,0.1151227106642776
2014-01,479518.262285769,-0.008083935434258782,0.1101344951971186
2014-02,474600.7893019454,-0.010255027536142047,0.07181502587287425
2014-03,481770.3150501116,0.015106434523025847,0.09353357425433995
2014-04,481132.7979445189,-0.001323280172474739,0.0394044917747729
2014-05,507603.196381747,0.055016823941984816,0.06574250502554047
2014-06,521781.7591137189,0.027932374801889148,0.07473906432116872
2014-07,532849.415504774,0.02121127501631004,0.07395635976927317
2014-08,540781.5650459367,0.01488628740194553,0.11933213253374442
2014-09,516164.7761412013,-0.04552076197834953,0.0399381394713374
2014-10,518189.53926016,0.003922706880728377,0.033349139703813924
2014-11,524765.8833477346,0.012691001244378386,0.06048630777927655
2014-12,539851.8310860702,0.028747958312562272,0.11672014572904832
2015-01,560623.8613071068,0.0384772802923492,0.16913975003730508
